 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 25, 2024 
 ==================================================================

 Disk File Name = range/kapton/162Er_in_kapton.txt

 Ion = Erbium       [68] , Mass = 161.9288 amu

 Density =  1.4200E+00 g/cm3 = 8.7228E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    025.64    002.64   
      C      6    056.41    069.11   
      N      7    005.13    007.33   
      O      8    012.82    020.92   
 ====================================
 Bragg Correction = -2.25%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Erbium       [68] , Mass = 161.9288 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
999.999 eV    2.855E-01  2.524E+00      55 A        12 A         8 A   
   1.10 keV   2.994E-01  2.652E+00      57 A        12 A         8 A   
   1.20 keV   3.127E-01  2.774E+00      60 A        12 A         9 A   
   1.30 keV   3.255E-01  2.891E+00      62 A        13 A         9 A   
   1.40 keV   3.378E-01  3.001E+00      64 A        13 A         9 A   
   1.50 keV   3.496E-01  3.108E+00      66 A        14 A        10 A   
   1.60 keV   3.611E-01  3.210E+00      67 A        14 A        10 A   
   1.70 keV   3.722E-01  3.308E+00      69 A        14 A        10 A   
   1.80 keV   3.830E-01  3.402E+00      71 A        15 A        10 A   
   2.00 keV   4.037E-01  3.582E+00      74 A        15 A        11 A   
   2.25 keV   4.282E-01  3.791E+00      78 A        16 A        11 A   
   2.50 keV   4.514E-01  3.986E+00      82 A        17 A        12 A   
   2.75 keV   4.734E-01  4.168E+00      86 A        17 A        12 A   
   3.00 keV   4.944E-01  4.340E+00      89 A        18 A        13 A   
   3.25 keV   5.146E-01  4.501E+00      92 A        19 A        13 A   
   3.50 keV   5.341E-01  4.655E+00      96 A        19 A        14 A   
   3.75 keV   5.528E-01  4.801E+00      99 A        20 A        14 A   
